14512629,76463551
7163481,321931321
4713765,175292055
3488907,10214657
2753992,258315008
2264049,029117186
1914089,579701543
1651619,9926460306
1447476,9804954294
1284162,5707772698
1150541,6901003104
1039190,9562039005
944971,1044461488
864211,2315114801
794219,3416351757
732976,4379937197
678938,5818397353
630904,9319252722
587927,4556861669
549247,7270710944
514251,78213374765
482437,28673624166
453389,26919945714
426761,91979079525
402264,7583348748
379651,9939140663
358714,24908001965
339272,0574484353
321170,70661905553
304276,11251165735
288471,4922176594
273654,6606920541
259735,81895589485
246635,73261599394
234284,2226383854
222618,90765954356
211584,15024713532
201130,169540652
191212,290408868
181790,30523368018
172827,92909143463
164292,33276549247
156153,74091983188
148385,08506716057
140961,70280794584
133861,0762991356
127062,60410985285
120547,40159512697
114298,12571365829
108298,82086745117
102534,78287796074
96992,43865729918
91659,23950157061
86523,56624050063
81574,64473438064
76802,47042490951
72197,7408280532
67751,7950104003
63456,5592204659
59304,49795686412
55288,56984944716
51402,187810012554
47639,18297818019
43993,77204734369
40460,52760668771
37034,35117938585
33710,4486752879
30484,308009546618
27351,67866745082
24308,553020844167
21351,149223438333
18475,895531516737
15679,415913346931
12958,516825398585
10310,175046462684
7731,526472236197
5219,855783055019
2772,586906417474
387,27420387236083
-1938,405681108577
-4206,661371398352
-6419,593752168424
-8579,20246111231
-10687,391915081012
-12745,97691130896
-14756,687837856853
-16721,175524713657
-18641,01576414171
-20517,7135262789
-22352,706893701623
-24147,37073656545
-25903,02014806236
-27620,913658236575
-29302,25624266217
-30948,20214109962
-32559,857499986116
-34138,28285147264
-35684,4954406838
-37199,471411930914
-38684,147863752885
-40139,42478187527
-41566,16685846564
-42965,20520541342
-44337,33896876582
-45683,33685091141
-47003,938546601225
-48299,85609844632
-49571,77517710892
-50820,35629102526
-52046,23593014309
-53250,02764783523
-54432,323084854186
-55593,69293891693
-56734,6878832592
-57855,839437264956
-58957,660792063616
-60040,64759378875
-61105,278687009966
-62152,016820681136
-63181,30931879101
-64193,58871775855
-65189,27337248063
-66168,76803281694
-67132,46439217993
-68080,74160979308
-69013,96680807899
-69932,49554654931
-70836,67227348092
-71726,8307565841
-72603,29449379334
-73466,37710524358
-74316,38270742938
-75153,6062704845
-75978,33395946416
-76790,84346045884
-77591,4042923212
-78380,27810474022
-79157,71896335609
-79923,97362256738
-80679,28178664694
-81423,87635974675
-82157,98368533794
-82881,82377560619
-83595,61053128733
-84299,55195240733
-84993,85034036127
-85678,70249174435
-86354,29988432486
-87020,82885552853
-87678,47077378273
-88327,40220305338
-88967,79506088627
-89599,81677025073
-90223,63040546753
-90839,39483248795
-91447,26484377733
-92047,39128804387
-92639,92119504121
-93224,9978956612
-93802,76113752338
-94373,34719625686
-94936,88898266025
-95493,51614591751
-96043,35517303753
-96586,52948467729
-97123,15952750207
-97653,36286322708
-98177,25425447928
-98694,94574761
-99206,54675258626
-99712,1641200774
-100211,90221585357
-100705,86299260332
-101194,14605927552
-101676,84874804284
-102154,06617898327
-102625,89132256838
-103092,41506004588
-103553,72624179725
-104009,91174375139
-104461,05652192704
-104907,24366517767
-105348,55444620692
-105785,06837092064
-106216,86322617801
-106644,01512600249
-107066,59855631008
-107484,68641821017
-107898,35006993137
-108307,65936742394
-108712,68270368621
-109113,48704686238
-109510,1379771559
-109902,699722601
-110291,23519373385
-110675,80601720203
-111056,47256835083
-111433,29400282123
-111806,32828719652
